player_id,full_name,first_name,last_name,nickname,birthday,birthdate,birthplace,total_matches,total_points
12608,Bob Hunt,Bob,Hunt,NA,NA,NA,NA,1,-
10988,Barry Norden,Barry,Norden,NA,NA,NA,NA,19,6
10917,John McMartin,John,McMartin,NA,1944-03-03,03-03,NA,259,51
12870,John Lawrence,John,Lawrence,NA,1943-09-14,14-09,NA,2,-
10888,Keith Russell,Keith,Russell,NA,NA,NA,NA,14,58
11133,Michael Ross,Michael,Ross,NA,NA,NA,NA,40,63
12341,Ron Gallagher,Ron,Gallagher,NA,1945-01-11,11-01,"Manchester, Greater Manchester, England",4,-
10882,Bob Doyle,Bob,Doyle,Yabba,1944-07-16,16-07,"Sydney, New South Wales, Australia",70,27
10898,Sid Williams,Sid,Williams,NA,1944-07-11,11-07,NA,60,91
7904,John Walsh,John,Walsh,NA,NA,NA,NA,15,9
12399,Ralph Grace,Ralph,Grace,NA,1946-04-17,17-04,NA,2,-
10889,Gabe Very,Gabe,Very,NA,NA,NA,NA,14,9
12507,Alf Harris,Alf,Harris,NA,NA,NA,NA,8,-
10886,Dennis Preston,Dennis,Preston,NA,NA,NA,NA,84,534
10883,Max Brown,Max,Brown,NA,1946-12-23,23-12,"Lilyfield, New South Wales, Australia",128,210
13074,John McCarthy,John,McCarthy,NA,1941-04-08,08-04,NA,3,2
10891,Dave Irvine,Dave,Irvine,NA,NA,NA,NA,62,72
12943,Peter Mahboub,Peter,Mahboub,NA,NA,NA,NA,5,-
10887,John Ingham,John,Ingham,NA,NA,NA,NA,10,3
12525,Les Hayes,Les,Hayes,NA,1943-04-05,05-04,NA,57,21
6109,John Peard,John,Peard,Bomber,1945-01-15,15-01,"Atherton, Queensland, Australia",176,306
11025,John Maguire,John,Maguire,NA,1944-09-16,16-09,NA,145,60
12772,Ron Snell,Ron,Snell,NA,1942-12-20,20-12,NA,3,-
12887,Trevor Levin,Trevor,Levin,NA,NA,NA,NA,16,-
10975,Graeme Turner,Graeme,Turner,NA,NA,NA,NA,21,12
12827,Peter Keogh,Peter,Keogh,NA,NA,NA,NA,3,-
10933,Stan Gorton,Stan,Gorton,NA,NA,NA,"Cairns, Queensland, Australia",58,111
11916,Sam Crotty,Sam,Crotty,NA,1946-12-15,15-12,NA,2,-
10899,Peter Linde,Peter,Linde,NA,NA,NA,NA,16,6
10894,Graham Willard,Graham,Willard,NA,1941-04-12,12-04,NA,2,3
13018,John Mooney,John,Mooney,NA,NA,NA,NA,1,-
10892,Eric Pitt,Eric,Pitt,NA,1941-09-26,26-09,NA,30,6
10895,Doug Lamberth,Doug,Lamberth,NA,NA,NA,NA,6,4
11657,Glen Brown,Glen,Brown,NA,1945-06-02,02-06,"Mackay, Queensland, Australia",3,-
12767,Rod Smith,Rod,Smith,NA,NA,NA,NA,1,-
38620,Barry Dickenson,Barry,Dickenson,NA,NA,NA,NA,2,-
30664,Ray Windshuttle,Ray,Windshuttle,Lodger,1944-08-30,30-08,NA,2,-
10897,Jim Bonus,Jim,Bonus,NA,NA,NA,NA,9,12
7446,Barry Reilly,Barry,Reilly,NA,1947-03-24,24-03,"Warwick, Queensland, Australia",205,57
11055,Keith Maddison,Keith,Maddison,NA,NA,NA,NA,68,15
10907,Alan Maddalena,Alan,Maddalena,NA,NA,NA,NA,95,42
10946,Dave Wood,Dave,Wood,NA,NA,NA,NA,41,36
10901,Jim Hogan,Jim,Hogan,NA,NA,NA,NA,14,14
10915,Trevor Lake,Trevor,Lake,NA,NA,NA,NA,8,12
6030,Les Hanigan,Les,Hanigan,NA,1945-11-19,19-11,NA,78,132
10914,Mick Bryant,Mick,Bryant,NA,NA,NA,NA,12,12
11631,Dick Breadon,Dick,Breadon,NA,NA,NA,NA,9,-
6052,Bob Honan,Bob,Honan,NA,1944-01-24,24-01,"Brisbane, Queensland, Australia",90,93
13227,Dallas O'Neill,Dallas,O'Neill,NA,1943-03-09,09-03,"Warwick, Queensland, Australia",15,-
53448,Bob Smith,Bob,Smith,NA,NA,NA,NA,1,-
10928,Dick Webb,Dick,Webb,NA,1940-01-04,04-01,NA,19,15
5992,Bob Hagan,Bob,Hagan,NA,1940-01-08,08-01,"Brisbane, Queensland, Australia",45,30
10920,Wayne Peckham,Wayne,Peckham,NA,NA,NA,NA,69,58
10906,David Applebee,David,Applebee,NA,1946-10-17,17-10,"Gunnedah, New South Wales, Australia",88,69
10921,Maurie Raper,Maurie,Raper,NA,NA,NA,NA,87,61
11022,Wal Crust,Wal,Crust,NA,NA,NA,NA,36,3
10942,Graeme Stevens,Graeme,Stevens,NA,NA,NA,NA,27,9
10905,Denis Hewett,Denis,Hewett,NA,NA,NA,NA,13,9
10916,Greg Miller,Greg,Miller,NA,NA,NA,NA,12,3
12732,Phil Silvester,Phil,Silvester,NA,NA,NA,NA,5,-
10903,Terry Hughes,Terry,Hughes,NA,NA,NA,NA,58,388
11076,Louis Neumann,Louis,Neumann,NA,1936-02-25,25-02,South Africa,74,9
10978,Geoff Chambers,Geoff,Chambers,NA,NA,NA,NA,38,3
10929,Bruce Stewart,Bruce,Stewart,Lapa,1941-01-10,10-01,NA,26,30
10909,Brian Winney,Brian,Winney,NA,NA,NA,NA,51,63
17313,Norm Miller,Norm,Miller,NA,NA,NA,NA,34,-
3823,Bob O'Reilly,Bob,O'Reilly,NA,1949-02-16,16-02,"Rocklea, Queensland, Australia",286,111
10904,Ron Murray,Ron,Murray,NA,NA,NA,NA,8,16
6021,Gary Banks,Gary,Banks,NA,NA,NA,NA,43,17
10922,Grahame Moran,Grahame,Moran,NA,NA,NA,NA,122,83
10925,Brian Blowes,Brian,Blowes,NA,NA,NA,NA,13,6
10908,John Love,John,Love,NA,NA,NA,NA,4,3
10910,Frank Glover,Frank,Glover,NA,NA,NA,NA,3,27
10912,John Larcombe,John,Larcombe,NA,NA,NA,NA,12,12
10911,Marty Driscoll,Marty,Driscoll,NA,1944-12-05,05-12,"Sydney, New South Wales, Australia",36,15
10923,Russell Johnstone,Russell,Johnstone,NA,NA,NA,NA,56,30
10918,Tony Ford,Tony,Ford,NA,NA,NA,NA,104,667
10931,John Sneddon,John,Sneddon,NA,NA,NA,NA,28,13
10944,Ron Dutton,Ron,Dutton,NA,NA,NA,NA,37,15
11569,Brian Bevan,Brian,Bevan,NA,NA,NA,NA,3,9
13334,Warwick Randall,Warwick,Randall,NA,NA,NA,NA,4,-
10927,George Ruebner,George,Ruebner,NA,1942-08-03,03-08,NA,58,137
10932,Grahame Bowen,Grahame,Bowen,NA,1946-09-07,07-09,NA,111,54
12735,Graham Simmons,Graham,Simmons,Slippery,NA,NA,NA,21,-
6110,George Piggins,George,Piggins,NA,1944-10-14,14-10,NA,120,18
10952,Barry Glasgow,Barry,Glasgow,NA,NA,NA,NA,75,292
11915,Sid Walsh,Sid,Walsh,NA,NA,NA,NA,24,-
12603,Phil Hughes,Phil,Hughes,NA,NA,NA,NA,1,-
11935,John Watkins,John,Watkins,NA,NA,NA,NA,4,-
10954,Gordon Abercrombie,Gordon,Abercrombie,NA,NA,NA,NA,52,75
10950,Tom Melville,Tom,Melville,NA,1945-04-09,09-04,NA,73,67
12049,Peter Davies,Peter,Davies,NA,NA,NA,NA,2,-
12400,Trevor Grady,Trevor,Grady,NA,1944-01-18,18-01,NA,4,-
11015,Greg Norgard,Greg,Norgard,NA,1947-02-01,01-02,NA,22,12
13248,Tony Packham,Tony,Packham,NA,1941-07-20,20-07,"Sydney, New South Wales, Australia",1,-
11765,Peter Chapman,Peter,Chapman,NA,NA,NA,NA,1,-
12392,Ross Goodman,Ross,Goodman,NA,NA,NA,"Innisfail, Queensland, Australia",14,-
38632,Colin Piper,Colin,Piper,NA,NA,NA,NA,5,-
10935,Dave Cotter,Dave,Cotter,NA,NA,NA,NA,114,255
12035,Michael Wilson,Michael,Wilson,NA,NA,NA,NA,3,-
10939,Joe Turski,Joe,Turski,NA,NA,NA,NA,51,40
6305,Tommy Smales,Tommy,Smales,NA,1934-12-19,19-12,"Yorkshire, England",6,6
11687,Maurie Burgmann,Maurie,Burgmann,NA,NA,NA,NA,2,-
38631,Alan Miller,Alan,Miller,NA,NA,NA,NA,4,-
38633,John Stapley,John,Stapley,NA,NA,NA,NA,3,-
10934,Graeme Sams,Graeme,Sams,Sambo,1946-11-13,13-11,NA,160,51
10960,Brian Wedgewood,Brian,Wedgewood,NA,1941-12-09,09-12,NA,8,3
10937,Merv Dent,Merv,Dent,NA,NA,NA,NA,8,17
10938,Ron Graham,Ron,Graham,NA,NA,NA,NA,95,60
10936,Len Killeen,Len,Killeen,NA,1938-11-19,19-11,NA,86,700
11069,Col Rasmussen,Col,Rasmussen,NA,1947-01-07,07-01,"Sydney, New South Wales, Australia",102,9
12171,Bill Elliott,Bill,Elliott,NA,NA,NA,NA,3,-
30662,Gary Collins,Gary,Collins,NA,1949-11-05,05-11,NA,15,12
11020,John Sullivan,John,Sullivan,NA,NA,NA,NA,28,6
13054,Gary Murphy,Gary,Murphy,NA,NA,NA,NA,1,-
12514,Greg Hartley,Greg,Hartley,Hollywood,1942-07-19,19-07,"Paddington, New South Wales, Australia",3,-
11032,Derek Moritz,Derek,Moritz,NA,NA,NA,NA,80,295
10947,Bob Gibson,Bob,Gibson,NA,NA,NA,NA,3,3
10941,Neil Bailey,Neil,Bailey,NA,NA,NA,NA,16,22
10981,Terry Bawden,Terry,Bawden,NA,NA,NA,NA,28,156
12842,Brian Kirk,Brian,Kirk,NA,NA,NA,NA,2,-
12060,Frank Davis,Frank,Davis,NA,NA,NA,NA,1,-
13510,Garrick Hale,Garrick,Hale,NA,NA,NA,NA,1,-
10974,Bruce Beer,Bruce,Beer,Bullant,NA,NA,"Strathfield, New South Wales, Australia",35,28
6040,Elwyn Walters,Elwyn,Walters,NA,1943-06-25,25-06,NA,197,66
10965,Col Hughes,Col,Hughes,NA,NA,NA,NA,7,3
13221,Peter O'Hanlon,Peter,O'Hanlon,NA,NA,NA,NA,2,-
8926,Mick Scannell,Mick,Scannell,NA,NA,NA,"Sydney, New South Wales, Australia",76,61
12845,Jack Knight,Jack,Knight,NA,NA,NA,"Forbes, New South Wales, Australia",87,-
8937,Sam Parker,Sam,Parker,NA,1888-12-02,02-12,NA,48,9
8927,John Pye,John,Pye,NA,1890-03-11,11-03,"Leichhardt, New South Wales, Australia",25,12
8982,Ted McIntyre,Ted,McIntyre,NA,1883-03-04,04-03,"Orange, New South Wales, Australia",49,9
8945,James Pye,James,Pye,Jim,1892-04-07,07-04,"Leichhardt, New South Wales, Australia",83,30
5424,Bill Kelly,Bill,Kelly,NA,1890-11-09,09-11,"Westport, West Coast, New Zealand",27,48
14202,S McLaren,S,McLaren,NA,NA,NA,NA,1,-
13177,J Nicholson,J,Nicholson,NA,NA,NA,NA,7,-
11454,Martin Andersen,Martin,Andersen,NA,1888-10-01,01-10,NA,23,6
12753,Joe Smith,Joe,Smith,NA,1889-02-20,20-02,"Leichhardt, New South Wales, Australia",30,-
12701,James Scully,James,Scully,Jum,NA,NA,"Newcastle, New South Wales, Australia",8,-
12332,H French,H,French,NA,NA,NA,NA,4,-
8938,Herb Johnston,Herb,Johnston,NA,NA,NA,NA,4,6
8961,Jack Blinco,Jack,Blinco,NA,1889-05-02,02-05,"Newcastle, New South Wales, Australia",31,3
8922,Alec Bolewski,Alec,Bolewski,NA,1891-08-19,19-08,"Ballina, New South Wales, Australia",113,305
20809,Reuben Tremain,Reuben,Tremain,NA,1885-05-07,07-05,"Bathurst, New South Wales, Australia",1,-
20810,Norman Seach,Norman,Seach,NA,1886-09-04,04-09,"Orange, New South Wales, Australia",3,-
11942,W Watson,W,Watson,NA,NA,NA,NA,2,-
8963,Clarrie Tye,Clarrie,Tye,NA,1892-12-12,12-12,"St Peters, New South Wales, Australia",136,54
13006,Eph Mison,Eph,Mison,Beefer,1883-03-20,20-03,NA,5,-
12045,Walter Winning,Walter,Winning,NA,1887-09-16,16-09,"Balmain, New South Wales, Australia",3,-
8932,William Allman,William,Allman,NA,1891-05-17,17-05,NA,9,12
13458,Arthur Brown,Arthur,Brown,NA,1893-04-03,03-04,NA,10,-
8930,John Ayling,John,Ayling,NA,1895-03-03,03-03,"St Peters, New South Wales, Australia",18,6
12233,Jack Townsend,Jack,Townsend,NA,NA,NA,NA,1,-
51767,David Watson,David,Watson,NA,1890-07-25,25-07,"Burwood, New South Wales, Australia",2,-
20812,Nelson Williams,Nelson,Williams,NA,NA,NA,NA,1,-
14232,H McNamara,H,McNamara,NA,NA,NA,NA,1,-
14231,James Martin,James,Martin,NA,1888-04-01,01-04,NA,1,-
14217,Paul Butler,Paul,Butler,NA,NA,NA,NA,1,-
20814,Rupert Upton,Rupert,Upton,NA,1891-01-01,01-01,"Parramatta, New South Wales, Australia",2,-
12293,J Flanagan,J,Flanagan,NA,NA,NA,NA,3,-
12683,John Scannell,John,Scannell,NA,1888-07-21,21-07,"Sydney, New South Wales, Australia",2,-
5723,Cec Blinkhorn,Cec,Blinkhorn,NA,1892-04-18,18-04,"Redfern, New South Wales, Australia",107,268
14220,Arthur Davison,Arthur,Davison,NA,NA,NA,NA,1,-
5405,Dick Vest,Dick,Vest,NA,1897-02-19,19-02,"Barmedman, New South Wales, Australia",85,82
9087,Eddie Summers,Eddie,Summers,NA,NA,NA,"Sydney, New South Wales, Australia",46,30
12873,Reg Leafe,Reg,Leafe,NA,1897-02-19,19-02,"St Leonards, New South Wales, Australia",1,-
10985,Ken Haimes,Ken,Haimes,NA,NA,NA,NA,8,5
12906,John Lomax,John,Lomax,NA,NA,NA,NA,13,3
12075,Peter Day,Peter,Day,NA,NA,NA,NA,15,-
6045,Johnny Rhodes,Johnny,Rhodes,NA,1948-03-14,14-03,"Brisbane, Queensland, Australia",63,72
11036,Ray Corcoran,Ray,Corcoran,NA,1946-09-26,26-09,"Stones Corner, Queensland, Australia",110,189
11045,Terry Reynolds,Terry,Reynolds,NA,1948-01-27,27-01,NA,95,83
44821,John Kay,John,Kay,NA,NA,NA,NA,14,-
6036,Tony Branson,Tony,Branson,NA,1947-12-18,18-12,"Nowra, New South Wales, Australia",101,76
6061,Phil Hawthorne,Phil,Hawthorne,NA,1943-10-24,24-10,"Newcastle, New South Wales, Australia",57,128
6027,John Wittenberg,John,Wittenberg,NA,1939-10-02,02-10,"Wide Bay, Queensland, Australia",53,12
14187,Bill Schultz,Bill,Schultz,NA,1938-07-06,06-07,NA,15,-
10963,John Walker,John,Walker,NA,1944-01-03,03-01,NA,60,9
10961,Apisai Toga,Apisai,Toga,NA,1942-11-24,24-11,"Nadi, Fiji",65,27
10951,Dan Shearer,Dan,Shearer,NA,NA,NA,NA,7,31
10959,Bernie Plater,Bernie,Plater,NA,NA,NA,NA,5,3
11035,John Maxwell,John,Maxwell,NA,1947-08-28,28-08,"Narrandera, New South Wales, Australia",42,29
11048,Rod Smith,Rod,Smith,NA,NA,NA,NA,65,48
7443,Allan Fitzgibbon,Allan,Fitzgibbon,NA,NA,NA,NA,42,21
10958,Peter Peters,Peter,Peters,NA,1947-06-10,10-06,NA,83,141
12102,Billy Denoon,Billy,Denoon,NA,1943-10-24,24-10,NA,3,-
10957,Howard Whitaker,Howard,Whitaker,NA,NA,NA,NA,29,15
11111,Norm Pounder,Norm,Pounder,NA,1947-04-25,25-04,NA,86,15
10968,Bob Broad,Bob,Broad,NA,1950-05-03,03-05,NA,60,18
6014,Noel Cavanagh,Noel,Cavanagh,NA,1942-03-29,29-03,NA,78,147
7454,Brian Norton,Brian,Norton,Chicka,1944-12-27,27-12,"North Sydney, New South Wales, Australia",91,24
10986,Malcolm Moss,Malcolm,Moss,NA,NA,NA,NA,23,38
11019,Greg Fryer,Greg,Fryer,NA,1949-03-24,24-03,"Darlinghurst, New South Wales, Australia",84,61
12051,Ritchie Davies,Ritchie,Davies,NA,NA,NA,NA,6,-
11556,Les Bell,Les,Bell,NA,NA,NA,NA,21,12
10962,Joe Annesley,Joe,Annesley,NA,NA,NA,NA,27,68
39926,Gavin McLaughlin,Gavin,McLaughlin,NA,NA,NA,NA,1,-
10999,Denis O'Callaghan,Denis,O'Callaghan,NA,1939-05-29,29-05,"Nyngan, New South Wales, Australia",15,9
10969,Mike Leary,Mike,Leary,NA,1944-04-03,03-04,"Parkes, New South Wales, Australia",113,46
12078,Peter Wright,Peter,Wright,NA,NA,NA,NA,19,-
11033,John Crawford,John,Crawford,NA,NA,NA,NA,23,3
12315,Brian Foster,Brian,Foster,NA,NA,NA,NA,3,-
11001,Keith Outten,Keith,Outten,NA,1947-05-25,25-05,NA,138,66
10973,Kevin Goggins,Kevin,Goggins,NA,NA,NA,NA,5,3
10970,Mick Alchin,Mick,Alchin,NA,1943-04-16,16-04,"Cootamundra, New South Wales, Australia",57,90
6071,Paul Sait,Paul,Sait,NA,1947-09-04,04-09,"Matraville, New South Wales, Australia",165,87
10976,John Miller,John,Miller,NA,NA,NA,NA,8,9
10996,Dick Harris,Dick,Harris,NA,NA,NA,NA,21,6
10971,Victor Spink,Victor,Spink,NA,1944-04-10,10-04,NA,2,3
11040,Doug Kemister,Doug,Kemister,NA,NA,NA,NA,109,6
3554,John Monie,John,Monie,NA,1946-10-06,06-10,"Scone, New South Wales, Australia",48,32
13085,John McDonald,John,McDonald,NA,NA,NA,NA,13,10
11802,Doug Coleman,Doug,Coleman,NA,NA,NA,NA,7,2
3776,Barry Pearson,Barry,Pearson,NA,NA,NA,NA,15,3
13297,Gary Plater,Gary,Plater,NA,1948-01-19,19-01,NA,2,-
10989,Bob Lang,Bob,Lang,NA,NA,NA,NA,23,17
10977,Dennis Brandley,Dennis,Brandley,NA,NA,NA,NA,36,15
10979,Terry Parker,Terry,Parker,NA,1949-10-19,19-10,NA,57,51
11071,Rod Elliott,Rod,Elliott,NA,NA,NA,NA,60,15
10983,Bill Walsh,Bill,Walsh,NA,1942-12-27,27-12,"Arncliffe, New South Wales, Australia",14,3
1126,Paul Taylor,Paul,Taylor,NA,NA,NA,NA,97,75
13362,William Richards,William,Richards,NA,NA,NA,NA,6,10
10982,Alan Gill,Alan,Gill,NA,1949-05-03,03-05,NA,17,15
13168,Anthony Newell,Anthony,Newell,NA,NA,NA,NA,2,-
12494,Robert Hardie,Robert,Hardie,McGoo,1947-08-23,23-08,NA,5,-
10984,Boris Stcherbina,Boris,Stcherbina,NA,NA,NA,NA,4,3
10980,Ian McKechnie,Ian,McKechnie,NA,NA,NA,NA,70,119
11027,Tony Brenton,Tony,Brenton,NA,NA,NA,NA,30,27
6066,Ray Branighan,Ray,Branighan,NA,1947-12-05,05-12,"Sydney, New South Wales, Australia",171,334
11023,Peter Delaney,Peter,Delaney,NA,NA,NA,NA,30,15
11028,Mal McMartin,Mal,McMartin,NA,1944-03-03,03-03,NA,112,69
6111,John Quayle,John,Quayle,Cannon,1947-02-14,14-02,"Walgett, New South Wales, Australia",109,66
10995,Barry Boss,Barry,Boss,NA,NA,NA,NA,5,3
11079,Neville Hornery,Neville,Hornery,The Hornet,1948-05-03,03-05,NA,49,24
6298,Bill Robinson,Bill,Robinson,NA,1934-08-08,08-08,"Wigan, Greater Manchester, England",4,-
11004,Peter Flanders,Peter,Flanders,NA,NA,NA,"Macksville, New South Wales, Australia",54,200
11182,Tony Reid,Tony,Reid,NA,NA,NA,NA,22,6
6108,Johnny Mayes,Johnny,Mayes,NA,1947-04-29,29-04,NA,134,218
17058,John Smith,John,Smith,NA,NA,NA,NA,1,-
7742,Bill Mullins,Bill,Mullins,NA,1948-01-30,30-01,"Campsie, New South Wales, Australia",190,312
11010,Tim Murphy,Tim,Murphy,NA,NA,NA,NA,143,54
10991,Steve Winter,Steve,Winter,NA,NA,NA,NA,50,6
10993,Jim Bragg,Jim,Bragg,NA,NA,NA,NA,4,6
10992,John Baker,John,Baker,NA,1946-01-10,10-01,NA,177,78
10997,Johnny Fairns,Johnny,Fairns,NA,NA,NA,NA,50,30
11099,Norm Thomas,Norm,Thomas,NA,1948-01-07,07-01,NA,79,15
11470,Adrian Astorquia,Adrian,Astorquia,Storky,1943-10-28,28-10,NA,3,-
11575,Roger Bilton,Roger,Bilton,NA,NA,NA,NA,2,-
11138,Des O'Connor,Des,O'Connor,NA,NA,NA,NA,73,9
6076,Keith Campbell,Keith,Campbell,NA,1951-02-21,21-02,NA,112,381
30663,John Stuart,John,Stuart,NA,1942-07-01,01-07,"Alexandria, New South Wales, Australia",4,-
13147,Brian McPherson,Brian,McPherson,NA,NA,NA,NA,2,-
11530,Ray Beattie,Ray,Beattie,NA,NA,NA,NA,2,-
13130,Michael McLean,Michael,McLean,NA,NA,NA,NA,17,18
12898,Graham Lisle,Graham,Lisle,NA,NA,NA,NA,4,-
11072,John Grew,John,Grew,NA,NA,NA,NA,6,3
11081,John Taper,John,Taper,NA,NA,NA,NA,7,6
11000,Russell Amatto,Russell,Amatto,NA,NA,NA,NA,1,3
12081,Mike Wiley,Mike,Wiley,NA,NA,NA,NA,1,-
11288,Brian Robertson,Brian,Robertson,NA,NA,NA,NA,40,138
11293,Kevin Gibson,Kevin,Gibson,NA,NA,NA,NA,7,3
12808,Doug Kelly,Doug,Kelly,NA,NA,NA,NA,10,-
11052,Ray Strudwick,Ray,Strudwick,NA,1949-06-22,22-06,"Darlinghurst, New South Wales, Australia",64,42
11825,Jim Collins,Jim,Collins,NA,NA,NA,NA,6,9
11018,Les Perry,Les,Perry,NA,NA,NA,NA,24,11
12311,Peter Foreman,Peter,Foreman,NA,1948-03-19,19-03,"Sydney, New South Wales, Australia",18,-
13432,Con Ryan,Con,Ryan,NA,NA,NA,NA,9,-
12092,Joe Vasta,Joe,Vasta,NA,NA,NA,NA,18,-
11002,Bob Smithies,Bob,Smithies,NA,1948-02-26,26-02,NA,58,46
11037,Olaf Prattl,Olaf,Prattl,Ollie,1950-09-15,15-09,"Wyong, New South Wales, Australia",66,39
6073,Barry McTaggart,Barry,McTaggart,NA,1946-06-28,28-06,"Gympie, Queensland, Australia",59,9
11005,Geoff Parkes,Geoff,Parkes,NA,NA,NA,NA,6,3
11006,George Fleming,George,Fleming,NA,NA,NA,NA,13,9
11017,Len Gaffey,Len,Gaffey,NA,NA,NA,NA,8,6
6041,Noel Gallagher,Noel,Gallagher,NA,NA,NA,NA,25,15
11013,Peter Moscatt,Peter,Moscatt,NA,1943-03-16,16-03,NA,82,21
11003,Danny Gough,Danny,Gough,NA,NA,NA,NA,44,51
6025,John McDonald,John,McDonald,NA,1944-04-24,24-04,"Toowoomba, Queensland, Australia",62,98
12426,Gary Gunton,Gary,Gunton,Gus,1945-10-16,16-10,NA,3,-
309,John Wilson,John,Wilson,NA,NA,NA,NA,132,69
11034,Gary Harvey,Gary,Harvey,NA,NA,NA,NA,60,74
11043,Phil Kliendienst,Phil,Kliendienst,NA,NA,NA,NA,61,30
11007,Gary Castles,Gary,Castles,NA,NA,NA,NA,1,6
12784,Kevin Speechley,Kevin,Speechley,NA,NA,NA,NA,2,-
11008,Graham Williams,Graham,Williams,NA,1944-07-28,28-07,"Swinton, Greater Manchester, England",56,50
11659,John Brown,John,Brown,NA,NA,NA,NA,3,16
5704,Joe Walsh,Joe,Walsh,NA,NA,NA,NA,53,6
11039,Mick Souter,Mick,Souter,NA,1945-02-12,12-02,NA,37,3
6031,Allan Thomson,Allan,Thomson,NA,1943-02-18,18-02,NA,80,24
12253,Peter Turner,Peter,Turner,NA,NA,NA,NA,1,-
11014,Tom Coleman,Tom,Coleman,NA,1946-02-11,11-02,NA,3,16
11051,Kevin Bowrey,Kevin,Bowrey,NA,NA,NA,NA,7,3
11479,Bruce Ayshford,Bruce,Ayshford,NA,1948-04-16,16-04,NA,15,-
12569,Vic Hodge,Vic,Hodge,NA,NA,NA,NA,6,-
11012,John Fisher,John,Fisher,NA,NA,NA,NA,18,6
11011,Frank Tagg,Frank,Tagg,NA,NA,NA,NA,5,3
11145,Peter Jacques,Peter,Jacques,NA,NA,NA,NA,16,3
11016,John Moran,John,Moran,NA,1948-03-19,19-03,NA,85,72
11042,Keith Broad,Keith,Broad,NA,NA,NA,NA,4,3
11300,Chris Hyland,Chris,Hyland,NA,NA,NA,NA,7,6
11026,Fred Tomlinson,Fred,Tomlinson,NA,NA,NA,NA,8,3
14223,John Gray,John,Gray,NA,NA,NA,NA,1,-
11049,Larry Raleigh,Larry,Raleigh,NA,NA,NA,NA,19,9
11184,Chris Coy,Chris,Coy,NA,NA,NA,NA,15,3
12202,Dick Taylor,Dick,Taylor,NA,1942-05-29,29-05,"Ryde, New South Wales, Australia",7,-
11087,Jeff Bell,Jeff,Bell,NA,NA,NA,NA,14,15
11021,John Booby,John,Booby,NA,NA,NA,NA,36,166
13180,Max Ninness,Max,Ninness,NA,NA,NA,NA,3,-
11050,Harry Eden,Harry,Eden,NA,1943-05-23,23-05,"Kogarah, New South Wales, Australia",83,81
11092,Chris Wellman,Chris,Wellman,NA,1950-06-30,30-06,NA,104,70
3789,Greg Pierce,Greg,Pierce,NA,1950-03-04,04-03,"Sydney, New South Wales, Australia",210,105
11794,Ern Clingan,Ern,Clingan,NA,NA,NA,NA,1,-
6060,John Brass,John,Brass,NA,1946-10-07,07-10,"Sydney, New South Wales, Australia",143,715
11030,Ray Steele,Ray,Steele,NA,NA,NA,NA,25,40
11029,Don Rogers,Don,Rogers,Chimpy,1947-12-05,05-12,NA,126,165
11044,Dennis Scahill,Dennis,Scahill,NA,NA,NA,NA,49,30
11810,Frank Collins Jnr,Frank,Collins Jnr,NA,NA,NA,NA,18,21
1868,Peter Fitzgerald,Peter,Fitzgerald,NA,1951-01-22,22-01,NA,111,27
11180,Jersey Komorowski,Jersey,Komorowski,NA,NA,NA,NA,15,6
11038,Peter Howard,Peter,Howard,NA,NA,NA,NA,27,15
11084,Keith Edwards,Keith,Edwards,NA,NA,NA,NA,85,84
11054,John Bucknall,John,Bucknall,NA,NA,NA,NA,35,6
12411,Bob Green,Bob,Green,NA,NA,NA,NA,2,-
6049,Lionel Williamson,Lionel,Williamson,NA,1944-04-08,08-04,"Innisfail, Queensland, Australia",112,123
6329,Charlie Renilson,Charlie,Renilson,NA,1938-09-14,14-09,"Jedburgh, Scottish Borders, Scotland",55,18
11031,John Vincent,John,Vincent,NA,NA,NA,NA,60,57
13418,Brian Rowe,Brian,Rowe,NA,NA,NA,NA,3,-
11353,Shane Day,Shane,Day,NA,1949-08-03,03-08,NA,87,3
11316,Gary Stewart,Gary,Stewart,NA,1950-08-20,20-08,NA,39,3
11588,Malcolm Blakeley,Malcolm,Blakeley,NA,NA,NA,NA,1,-
13016,Graham Montgomery,Graham,Montgomery,NA,NA,NA,NA,1,-
12541,Geoff Henry,Geoff,Henry,NA,1946-06-08,08-06,"Wollongong, New South Wales, Australia",3,-
11100,Peter Fardell,Peter,Fardell,NA,1947-05-10,10-05,"Dubbo, New South Wales, Australia",28,3
11053,Glen Stewart,Glen,Stewart,NA,1945-10-19,19-10,NA,6,3
11089,Kevin Hogan,Kevin,Hogan,NA,1945-01-15,15-01,NA,63,35
6313,Tommy Bishop,Tommy,Bishop,NA,1940-10-15,15-10,"St Helens, Merseyside, England",60,66
13309,Alan Powell,Alan,Powell,NA,NA,NA,NA,3,-
12192,Trevor Fanning,Trevor,Fanning,NA,NA,NA,NA,2,-
11738,Philip Carey,Philip,Carey,NA,NA,NA,NA,11,-
11752,Phil Cartwright,Phil,Cartwright,NA,NA,NA,NA,3,2
1520,Tom Raudonikis,Tom,Raudonikis,NA,1950-04-13,13-04,"Bathurst, New South Wales, Australia",239,99
11226,Vic Querin,Vic,Querin,NA,NA,NA,NA,21,6
11041,Ian Martin,Ian,Martin,NA,1951-07-01,01-07,NA,159,102
11837,Bert Zara,Bert,Zara,NA,1949-06-23,23-06,NA,6,-
11510,Alan Barry,Alan,Barry,NA,NA,NA,NA,4,-
